query	12	spray painting is a painting technique where a device sprays a coating  paint, ink, varnish, etc.  through the air onto a surface. the most common types employ compressed gas usually air to atomize and direct the paint particles. spray guns evolved from airbrushes, and the two are usually distinguished by their size and the size of the spray pattern they produce. airbrushes are hand held and used instead of a brush for detailed work such as photo retouching, painting nails or fine art. air gun spraying uses equipment that is generally larger. it is typically used for covering large surfaces with an even coating of liquid. spray guns can be either automated or hand held and have interchangeable heads to allow for different spray patterns. single color aerosol paint cans are portable and easy to store.
query	13	translation is the communication of the meaning of a source language text by means of an equivalent target language text. the english language draws a terminological distinction  which does not exist in every language  between translating  a written text  and interpreting  oral or signed communication between users of different languages   under this distinction, translation can begin only after the appearance of writing within a language community. a translator always risks inadvertently introducing source language words, grammar, or syntax into the target language rendering. on the other hand, such  spill overs  have sometimes imported useful source language calques and loanwords that have enriched target languages. translators, including early translators of sacred texts, have helped shape the very languages into which they have translated.because of the laboriousness of the translation process, since the 1940s efforts have been made, with varying degrees of success, to automate translation or to mechanically aid the human translator. more recently, the rise of the internet has fostered a world wide market for translation services and has facilitated  language localization .
query	14	all about my mother  spanish  todo sobre mi madre  is a 1999 spanish drama film written and directed by pedro almod var, and starring cecilia roth, marisa paredes, antonia san juan, pen lope cruz and candela pe a. the plot originates in almod var s earlier film the flower of my secret  1995  which shows student doctors being trained in how to persuade grieving relatives to allow organs to be used for transplant, focusing on the mother of a teenager killed in a road accident. all about my mother deals with complex issues such as aids, homosexuality, transsexualism, faith, and existentialism. the film was a commercial and critical success internationally, winning the oscar for best foreign language film in addition to the golden globe for best foreign language film and the bafta awards for best film not in the english language and best direction  almod var . the film also won 6 goya awards including best film, best director  almod var , best actress  roth .
query	15	back to the future is a 1985 american science fiction film directed by robert zemeckis and written by zemeckis and bob gale. it stars michael j. fox as teenager marty mcfly, who accidentally travels back in time from 1985 to 1955, where he meets his future parents and becomes his mother s romantic interest. christopher lloyd portrays the eccentric scientist dr. emmett  doc  brown, his friend and the inventor of the time traveling delorean automobile, who helps marty repair history and return to 1985. the cast also includes lea thompson as marty s mother lorraine, crispin glover as his father george, and thomas f. wilson as biff tannen, marty and george s arch nemesis. zemeckis and gale wrote the script after gale wondered whether he would have befriended his father if they had attended school together. film studios rejected it until the financial success of zemeckis  romancing the stone. zemeckis approached steven spielberg, who agreed to produce the project at amblin entertainment, with universal pictures as distributor. fox was the first choice to play marty, but he was busy filming his television series family ties, and eric stoltz was cast  after the filmmakers decided he was wrong for the role, a deal was struck to allow fox to film back to the future without interrupting his television schedule. back to the future was released on july 3, 1985. it grossed over  381 million worldwide, becoming the highest grossing film of 1985. it won the hugo award for best dramatic presentation, the saturn award for best science fiction film, and the academy award for best sound effects editing. it received three academy award nominations, five bafta nominations, and four golden globe nominations, including best motion picture  musical or comedy . in 2007, the library of congress selected it for preservation in the national film registry, and in june 2008 the american film institute s special afi s 10 top 10 designated it the 10th best science fiction film. the film began a franchise including two sequels, back to the future part ii  1989  and back to the future part iii  1990 , an animated series, a theme park ride, several video games, a number of comic books, and an upcoming stage musical.
query	16	braveheart is a 1995 american epic war film directed and co produced by mel gibson, who portrays william wallace, a late 13th century scottish warrior. the film is fictionally based on the life of wallace leading the scots in the first war of scottish independence against king edward i of england. the film also stars sophie marceau, patrick mcgoohan and catherine mccormack. the story is inspired by blind harry s epic poem the actes and deidis of the illustre and vallyeant campioun schir william wallace and was adapted for the screen by randall wallace. development on the film initially started at metro goldwyn mayer when producer alan ladd jr. picked up the project from wallace, but when mgm was going through new management, ladd left the studio and took the project with him. despite initially declining, gibson eventually decided to direct the film, as well as star as wallace. the film was filmed in scotland and ireland from june to october 1994 with a budget around  65 70 million. braveheart, which was produced by gibson s icon productions and the ladd company, was distributed by paramount pictures in north america and by 20th century fox internationally. released on may 24, 1995, braveheart received generally positive reviews from critics, who praised the performances, directing, production values, battle sequences, and musical score, but criticized its inaccuracies regarding wallace s title, love interests, and attire. the film grossed  75.6 million in the us and grossed  210.4 million worldwide. at the 68th academy awards, the film was nominated for ten academy awards and won five  best picture, best director, best cinematography, best makeup, and best sound editing. a sequel, robert the bruce, was released in 2019, with angus macfadyen reprising his role.  
query	17	 give me five is the 25th single by the japanese girl idol group akb48. it is also akb48 s fifth sakura themed single, and their first single of 2012. this single was released in japan on february 15, 2012.give me five  is akb48 s fifth sakura themed single. however, unlike the previous ones, this single s title doesn t contain the word sakura.the music video for the song give me five  is a 34 minute japanese television drama like style video. this video was directed by shigemichi sugita, and it stars akb48 members atsuko maeda, yuko oshima, yuki kashiwagi, minami takahashi. actor takanori jinnai also stars in the music video.give me five sold approximately 967,000 copies on its debut day, thus making it akb48 s 12th single to achieve no.1 on the oricon charts.  
query	18	on the road is a 1957 novel by american writer jack kerouac, based on the travels of kerouac and his friends across the united states. it is considered a defining work of the postwar beat and counterculture generations, with its protagonists living life against a backdrop of jazz, poetry, and drug use.  the novel is a roman   clef, with many key figures of the beat movement, such as william s. burroughs  old bull lee , allen ginsberg  carlo marx  and neal cassady  dean moriarty  represented by characters in the book, including kerouac himself as the narrator sal paradise. the idea for on the road, kerouac s second novel, was formed during the late 1940s in a series of notebooks, and then typed out on a continuous reel of paper during three weeks in april 1951. it was first published by viking press in 1957. when the book was originally released, the new york times hailed it as  the most beautifully executed, the clearest and the most important utterance yet made by the generation kerouac himself named years ago as  beat,  and whose principal avatar he is.  in 1998, the modern library ranked on the road 55th on its list of the 100 best english language novels of the 20th century.  the novel was chosen by time magazine as one of the 100 best english language novels from 1923 to 2005.
query	19	our daughter is a 1981 cameroonian drama film directed by daniel kamwa. it was entered into the 12th moscow international film festival. the film was also selected as the cameroonian entry for the best foreign language film at the 53rd academy awards, but was not accepted as a nominee.
query	20	run fast is the debut album by the julie ruin, released on september 3, 2013. track 3,  just my kind,  was mixed by james murphy of lcd soundsystem.
query	21	shakespeare s plays have the reputation of being among the greatest in the english language and in western literature. traditionally, the plays are divided into the genres of tragedy, history, and comedy  they have been translated into every major living language, in addition to being continually performed all around the world. many of his plays appeared in print as a series of quartos, but approximately half of them remained unpublished until 1623, when the posthumous first folio was published. the traditional division of his plays into tragedies, comedies, and histories follows the categories used in the first folio. however, modern criticism has labeled some of these plays  problem plays  that elude easy categorisation, or perhaps purposely break generic conventions, and has introduced the term romances for what scholars believe to be his later comedies. when shakespeare first arrived in london in the late 1570s or early 1580s, dramatists writing for london s new commercial playhouses  such as the curtain  were combining two strands of dramatic tradition into a new and distinctively elizabethan synthesis. previously, the most common forms of popular english theatre were the tudor morality plays. these plays, celebrating piety generally, use personified moral attributes to urge or instruct the protagonist to choose the virtuous life over evil. the characters and plot situations are largely symbolic rather than realistic. as a child, shakespeare would likely have seen this type of play  along with, perhaps, mystery plays and miracle plays .the other strand of dramatic tradition was classical aesthetic theory. this theory was derived ultimately from aristotle  in renaissance england, however, the theory was better known through its roman interpreters and practitioners. at the universities, plays were staged in a more academic form as roman closet dramas. these plays, usually performed in latin, adhered to classical ideas of unity and decorum, but they were also more static, valuing lengthy speeches over physical action. shakespeare would have learned this theory at grammar school, where plautus and especially terence were key parts of the curriculum and were taught in editions with lengthy theoretical introductions.
query	22	showtime is a 2002 american buddy cop  action comedy film directed by tom dey. the film stars robert de niro and eddie murphy in the lead roles alongside rene russo, william shatner, pedro damian and de niro s real life daughter drena de niro. the film was released in the united states on march 15, 2002.
query	23	so young is a 2013 chinese drama film directed by zhao wei. it is based on the best selling novel of the same name to our youth that is fading away by xin yiwu. the film is zhao s directorial debut. the film s english language title alludes to the song so young by the british alternative rock band suede from their self titled debut album. in addition to the novel, the film was also based in part by zhao s own personal college experience in the 1990s.the film has become a major success at the chinese box office, grossing over us 118 million with a us 5 million budget.
query	24	striptease is a 1996 american erotic black comedy film directed, co produced and written by andrew bergman, and starring demi moore, armand assante, ving rhames, robert patrick and burt reynolds. based on carl hiaasen s novel of the same name, the film centers on an fbi secretary turned stripper who becomes involved in both a child custody dispute and corrupt politics. striptease was released theatrically on june 28, 1996, by columbia pictures and was universally panned by critics, and won several golden raspberry awards, including worst picture. although it underperformed at the north american box office, the film still managed to be a moderate financial success overseas, with worldwide gross of  113 million against its  50 million budget. nevertheless, it was widely considered a failure mostly because of its under performance domestically and failing to meet expectations. moore was paid a then unprecedented  12.5 million to star in the film, making her the highest paid actress in film history. the subsequent debacle of the film as well as contempt of her performance marked a massive downturn in her career.
query	25	 take on me  is a song by norwegian synthpop band a ha, first released in 1984. the original version was produced by tony mansfield, and remixed by john ratcliff. a new version was produced by alan tarney for the group s debut studio album hunting high and low  1985 . the song combines synthpop with a varied instrumentation that includes acoustic guitars, keyboards and drums. it is considered to be the band s signature song. the original  take on me  was recorded in 1984 and it took two versions and three releases finally to chart in the united kingdom, reaching number two on the uk singles chart in october 1985. in the united states in october 1985, the song became the only a ha song to top the billboard hot 100, assisted by the wide exposure on mtv of its innovative music video, directed by steve barron. the video features the band in a live action pencil sketch sequence. the video won six awards and was nominated for two others at the 1986 mtv video music awards.
query	26	terms of endearment is a 1983 american comedy drama film adapted from larry mcmurtry s 1975 novel, directed, written, and produced by james l. brooks, and starring shirley maclaine, debra winger, jack nicholson, danny devito, jeff daniels, and john lithgow. the film covers 30 years of the relationship between aurora greenway  maclaine  and her daughter emma  winger . the film became a major critical and commercial success. it grossed  108.4 million at the domestic box office becoming the second highest grossing film of 1983 and received a leading eleven nominations at the  56th academy awards, and won four of the highest five  best picture, best director,  best actress  for maclaine  and best adapted screenplay, as well as the best supporting actor  for nicholson .
query	27	the devil wears prada is a 2006 american comedy drama film directed by david frankel and produced by wendy finerman. the screenplay, written by aline brosh mckenna, is based on lauren weisberger s 2003 novel of the same name. the film adaptation stars meryl streep as miranda priestly, a powerful fashion magazine editor, and anne hathaway as andrea  andy  sachs, a college graduate who goes to new york city and lands a job as priestly s co assistant. emily blunt and stanley tucci co star as co assistant emily charlton and art director nigel, respectively. adrian grenier, simon baker, and tracie thoms play key supporting roles. in 2003, 20th century fox bought the rights to a film adaptation of weisberger s novel before it was completed for publication. however, the project was not greenlit until streep was cast in the lead role. principal photography ran for 57 days, primarily taking place in new york from october 2005 to december later that year. additional filming also occurred in paris. after premiering at the la film fest on june 22, 2006, the film was theatrically released in the united states on june 30. the film received positive reviews from critics, with streep s performance being singled out for praise. this earned her many award nominations, including an oscar nomination for best actress, as well as the golden globe award for best actress in a comedy or musical. hathaway and blunt also drew favorable reviews and nominations for their performances. the film grossed over  300 million worldwide, against its  41 million budget, and was the 12th highest grossing film worldwide in 2006. although the film is set in the fashion world, most designers and other fashion notables avoided appearing as themselves for fear of displeasing us vogue editor anna wintour, who is widely believed to have been the inspiration for priestly. still, many allowed their clothes and accessories to be used in the film, making it one of the most expensively costumed films in history. wintour later overcame her initial skepticism, saying she liked the film and streep in particular.  
query	28	the wizard of oz is a 1939 american musical fantasy film produced by metro goldwyn mayer. widely regarded to be one of the greatest films in cinema history, it is the most commercially successful adaptation of l. frank baum s 1900 children s fantasy novel the wonderful wizard of oz. directed primarily by victor fleming  who left the production to take over the troubled gone with the wind , the film stars judy garland as dorothy gale alongside ray bolger, jack haley, and bert lahr. characterized by its use of technicolor, fantasy storytelling, musical score, and memorable characters, the film has become an american pop culture icon. it was nominated for six academy awards, including best picture, but lost to gone with the wind, also directed by fleming. it did win in two other categories  best original song for  over the rainbow  and best original score by herbert stothart. while the film was considered a critical success upon release in august 1939, it failed to make a profit for mgm until the 1949 re release, earning only  3,017,000 on a  2,777,000 budget, not including promotional costs, which made it mgm s most expensive production at that time.the 1956 television broadcast premiere of the film on the cbs network reintroduced the film to the public  according to the library of congress, it is the most seen film in movie history. it was among the first 25 films that inaugurated the national film registry list in 1989. it is also one of the few films on unesco s memory of the world register. the film is among the top ten in the bfi  british film institute  list of 50 films to be seen by the age of 14. the wizard of oz is the source of many quotes referenced in contemporary popular culture. noel langley, florence ryerson, and edgar allan woolf received credit for the screenplay, but others made uncredited contributions. the songs were written by edgar  yip  harburg  lyrics  and harold arlen  music . the musical score and the incidental music were composed by stothart.
query	29	the incredible hulk is a 2008 american superhero film based on the marvel comics character the hulk, produced by marvel studios and distributed by universal pictures. it is the second film in the marvel cinematic universe  mcu . the film was directed by louis leterrier, with a screenplay by zak penn. it stars edward norton as bruce banner, alongside liv tyler, tim roth, tim blake nelson, ty burrell, and william hurt. in the incredible hulk, bruce banner becomes the hulk as an unwitting pawn in a military scheme to reinvigorate the  super soldier  program through gamma radiation. on the run, he attempts to cure himself of the hulk before he is captured by general thaddeus ross, but his worst fears are realized when power hungry soldier emil blonsky becomes a similar, but more bestial creature. after the mixed reception to the 2003 film hulk, marvel studios reacquired the rights to the character. leterrier, who had expressed interest in directing iron man, was brought onboard and penn began work on a script that would be much closer to the comics and the 1978 television series of the same name. in april 2007, norton was hired to portray banner and to rewrite penn s screenplay in order to distance itself from the 2003 film and establish its own identity as a reboot, although he would go uncredited for his writing. filming mostly took place in toronto, ontario, from july to november 2007. over 700 visual effects shots were created in post production using a combination of motion capture and computer generated imagery to complete the film. the incredible hulk premiered at the gibson amphitheatre in universal city, california, on june 8, 2008, and was released in the united states on june 13, 2008, by universal pictures. it received praise for its visuals, action sequences, and portrayal of the title character, with many considering it an improvement over its predecessor  however, it grossed over  263 million worldwide, making it the lowest grossing film of the mcu. norton was set to reprise the role of banner in the 2012 film the avengers and other mcu installments featuring the character, but he was ultimately replaced by mark ruffalo, who has portrayed the character since then in the mcu.
query	30	the paper is a 1994 american comedy drama film directed by ron howard and starring michael keaton, glenn close, marisa tomei, randy quaid and robert duvall. it received an academy award nomination for best original song for  make up your mind , which was written and performed by randy newman. the film depicts a hectic 24 hours in a newspaper editor s professional and personal life. the main story of the day is the murder of a couple of visiting businessmen. the reporters discover evidence suggesting a police cover up of evidence of the suspects  innocence, and rush to scoop the story in the midst of professional, private and financial chaos.
query	31	the pyramid is a 2014 american found footage supernatural horror film directed by gr gory levasseur, in his directorial debut, produced by alexandre aja, and distributed by 20th century fox. the plot follows an archaeological team attempting to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature, and stars ashley hinshaw, denis o hare, james buckley and daniel amerman. the pyramid was released on december 5, 2014, and was negatively received by critics.
query	32	the sixth sense is a 1999 american supernatural psychological thriller film written and directed by m. night shyamalan. the film tells the story of cole sear  haley joel osment , a boy who is able to see and talk to the dead, and malcolm crowe  bruce willis , a child psychologist who tries to help him. the film established shyamalan as a writer and director, and introduced the cinema public to his traits, most notably his affinity for surprise endings.released by hollywood pictures on august 6, 1999, the film was well received by critics  praise was given to its acting performances  particularly willis, osment, and toni collette , atmosphere, and twist conclusion. the sixth sense was the second highest grossing film of 1999  behind star wars  episode i   the phantom menace , taking about  293 million in the us and  379 million in other markets. the film was nominated for six academy awards, including best picture, best director and best original screenplay for shyamalan, best supporting actor for osment, and best supporting actress for collette.
query	33	the tall man is a 2011 australian documentary directed by tony krawitz. it is about the death of cameron  mulrunji  doomadgee in police custody on palm island, queensland on 19 november 2004.
query	34	today, also called the today show, is an american news and talk morning television show that airs on nbc. the program debuted on january 14, 1952. it was the first of its genre on american television and in the world, and after 68 years of broadcasting it is the fifth longest running american television series. originally a weekday two hour program from 7 00 a.m. to 9 00 a.m., it expanded to sundays in 1987 and saturdays in 1992. the weekday broadcast expanded to three hours in 2000, and to four hours in 2007  though over time, the third and fourth hours became distinct entities . today s dominance was virtually unchallenged by the other networks until the late 1980s, when it was overtaken by abc s good morning america.  today retook the nielsen ratings lead the week of december 11, 1995, and held onto that position for 852 consecutive weeks until the week of april 9, 2012, when good morning america topped it again. today maintained its no. 2 status behind gma from the summer of 2012 until it regained the lead in the aftermath of anchor matt lauer s departure in november 2017. in 2002, today was ranked no. 17 on tv guide s 50 greatest tv shows of all time.the entertainment magazine variety reported the 2016 advertising revenue during the first two hours of the show was  508.8 million.
query	35	trust me is a 2013 american comedy drama film written and directed by clark gregg and starring gregg, amanda peet, sam rockwell, and saxon sharbino. it debuted at the tribeca film festival in april 2013 and entered limited theatrical release in the united states in june 2014.
query	36	porco rosso is a 1992 japanese animated comedy adventure film written and directed by hayao miyazaki. it is  based on hik tei jidai   the age of the flying boat  , a three part watercolor manga by miyazaki. the film stars the voices of sh ichir  moriyama, tokiko kato, akemi okamura and akio  tsuka. toshio suzuki produced the film. it was animated by studio ghibli for tokuma shoten, japan airlines and the nippon television network and distributed by toho. joe hisaishi composed the music. the plot revolves around an italian world war i ex fighter ace, now living as a freelance bounty hunter chasing  air pirates  in the adriatic sea. however, an unusual curse has transformed him into an anthropomorphic pig. once called marco pagot  marco rossolini in the american version , he is now known to the world as  porco rosso , italian for  red pig . gkids re issued the film on blu ray and dvd on november 21, 2017 under a new deal with studio ghibli.
query	37	prom night is a 1980 canadian slasher film directed by paul lynch, written by william gray, and starring jamie lee curtis and leslie nielsen. the plot follows a group of high school seniors who are targeted at their prom by a masked killer seeking vengeance for the accidental death of a young girl six years earlier. it features supporting performances from casey stevens, eddie benton, mary beth rubens and michael tough. prom night was filmed in toronto in late 1979 on a budget of  1.5 million. distributed by avco embassy pictures, it premiered in the united states in july 1980 in select cities, and was an immediate financial success. its release platform expanded to major cities such as los angeles and new york in august, where it was again met with high box office receipts. at the time, the film was avco embassy s most financially successful release, breaking weekend records in los angeles, philadelphia, and new england. by the end of its theatrical run, prom night had grossed  15 million in the united states, and was canada s highest earning horror film of 1980. critical reaction to the film varied, with some, such as roger ebert and gene siskel, dismissing it for its depictions of violence against women, while others alternately praised the film for its more muted violent content. prom night received some critical accolades, garnering genie award nominations for editing and for curtis s leading performance. an alternative cut of the film was popularly aired on american and canadian television networks in 1981. in the intervening years, prom night has accrued a substantial cult following, not only for its horror content but also for its disco heavy soundtrack, which was released by rca records in japan in 1980. some film scholars have cited prom night as one of the most influential slasher films of the period. several companies released the film on video, and it was distributed on dvd by anchor bay entertainment in 1998. a remastered blu ray edition was released by synapse films in 2014.
query	38	knowing is a 2009 science fiction thriller film directed by alex proyas and starring nicolas cage. the project was originally attached to a number of directors under columbia pictures, but it was placed in turnaround and eventually picked up by escape artists. production was financially backed by summit entertainment. knowing was filmed in docklands studios melbourne, australia, using various locations to represent the film s boston area setting. the film was released on march 20, 2009, in the united states. the dvd and blu ray media were released on july 7, 2009. knowing grossed  186.5 million at the worldwide box office, plus  27.7 million with home video sales, against a production budget of  50 million. it met with mixed reviews, with praise for the acting performances, visual style and atmosphere, but criticism over some implausibilities and the ending.
query	39	krrish is a 2006 indian hindi language superhero film directed, produced, and written by rakesh roshan, and starring hrithik roshan, priyanka chopra, rekha and naseeruddin shah. it is the second installment in the krrish franchise, being the continuation to koi... mil gaya, and relates the story of krishna, the son of the previous film s protagonists, who inherits his father s superhuman abilities. after falling in love with priya, he follows her to singapore, where he takes on the persona of  krrish  to keep his identity secret while saving children from a burning circus. from that moment on he is regarded as a superhero, and must later thwart the plans of the evil dr. arya, who has a connection to krishna s father, rohit, the protagonist of the previous film. krrish  was conceived to be a film of global significance and a trendsetter in indian cinema, with visual effects on par with those from hollywood. to that end, the effects team was aided by hollywood s marc kolbe and craig mumma, and the stunts were choreographed by chinese martial arts film expert tony ching. the music was composed by rajesh roshan, with the background score by salim sulaiman. filming was done to a large extent in singapore as well as india. the film was released worldwide on 23 june 2006 at a budget of  400 million and on 1000 prints, both near record amounts for an indian film at the time. krrish received mixed reviews from critics in india, but got a record opening week at the box office. a blockbuster, krrish grossed a worldwide total of  1.26 billion, becoming the third highest earning indian film of 2006. krrish was nominated for eight filmfare awards, including best film, best director, best actor for roshan, and best supporting actress for rekha, winning three, including best special effects. at the 2007 iifa awards, the film received nine nominations and won three, with one being best actor for roshan. it also won the national film award for best special effects. the third film in the series, krrish 3 was released in 2013.
